record,year,entry,range,plot,column,block,pblock,pop,entry99,dla1,dla2,dla3,logitdla1,logitdla2,logitdla3,dla1p,dla2p,dla3p,rowqlt,dta
3223,1,29,17,72,8,1,1,1,29,15,30,35,-0.753327667,-0.367976785,-0.268845312,0.15,0.3,0.35,4,77
3224,1,179,17,73,8,1,1,1,179,10,25,35,-0.954242509,-0.477121255,-0.268845312,0.1,0.25,0.35,4,77
3225,1,134,17,75,8,1,1,1,134,20,30,30,-0.602059991,-0.367976785,-0.367976785,0.2,0.3,0.3,4,78
3226,1,23,17,80,8,2,1,1,23,25,35,35,-0.477121255,-0.268845312,-0.268845312,0.25,0.35,0.35,4,81
3227,1,146,17,83,9,2,1,1,146,15,35,50,-0.753327667,-0.268845312,0,0.15,0.35,0.5,4,82
3228,1,120,17,85,9,2,1,1,120,5,20,30,-1.278753601,-0.602059991,-0.367976785,0.05,0.2,0.3,4,78
3229,1,111,17,86,9,2,1,1,111,25,40,35,-0.477121255,-0.176091259,-0.268845312,0.25,0.4,0.35,4,80
3230,1,201,18,2,1,1,13,27,27,10,20,30,-0.954242509,-0.602059991,-0.367976785,0.1,0.2,0.3,4,77
3231,1,77,18,4,1,1,13,13,77,5,10,10,-1.278753601,-0.954242509,-0.954242509,0.05,0.1,0.1,4,79
3232,1,108,18,6,1,1,13,13,108,1,1,5,-1.995635195,-1.995635195,-1.278753601,0.01,0.01,0.05,4,82
3233,1,132,18,10,1,1,13,13,132,5,5,15,-1.278753601,-1.278753601,-0.753327667,0.05,0.05,0.15,4,83
3234,1,202,18,11,2,1,13,27,13,0,1,1,-2.298853076,-1.995635195,-1.995635195,0.005,0.01,0.01,4,93
3235,1,202,18,12,2,2,13,27,13,0,1,5,-2.298853076,-1.995635195,-1.278753601,0.005,0.01,0.05,4,93
3236,1,33,18,14,2,2,13,13,33,10,10,15,-0.954242509,-0.954242509,-0.753327667,0.1,0.1,0.15,4,82
3237,1,89,18,15,2,2,13,13,89,5,NA,15,-1.278753601,NA,-0.753327667,0.05,NA,0.15,4,84
3238,1,201,18,18,2,2,13,27,27,10,15,35,-0.954242509,-0.753327667,-0.268845312,0.1,0.15,0.35,4,77
3239,1,201,18,25,3,3,13,27,27,10,20,35,-0.954242509,-0.602059991,-0.268845312,0.1,0.2,0.35,4,76
3240,1,26,18,33,4,3,13,13,26,1,1,15,-1.995635195,-1.995635195,-0.753327667,0.01,0.01,0.15,4,83
3241,1,123,18,36,4,6,8,8,123,1,5,5,-1.995635195,-1.278753601,-1.278753601,0.01,0.05,0.05,4,86
3242,1,94,18,38,4,6,8,8,94,3,1,10,-1.50965048,-1.995635195,-0.954242509,0.03,0.01,0.1,4,85
3243,1,96,18,44,5,6,8,8,96,5,5,10,-1.278753601,-1.278753601,-0.954242509,0.05,0.05,0.1,4,83
3244,1,149,18,47,5,5,8,8,149,7,10,15,-1.123384909,-0.954242509,-0.753327667,0.07,0.1,0.15,4,87
3245,1,137,18,49,5,5,8,8,137,5,5,5,-1.278753601,-1.278753601,-1.278753601,0.05,0.05,0.05,4,82
3246,1,112,18,51,6,5,8,8,112,10,15,20,-0.954242509,-0.753327667,-0.602059991,0.1,0.15,0.2,4,86
3247,1,202,18,52,6,5,8,27,8,3,1,10,-1.50965048,-1.995635195,-0.954242509,0.03,0.01,0.1,4,99
3248,1,66,18,53,6,5,8,8,66,7,10,15,-1.123384909,-0.954242509,-0.753327667,0.07,0.1,0.15,4,85
3249,1,79,18,54,6,5,8,8,79,15,20,20,-0.753327667,-0.602059991,-0.602059991,0.15,0.2,0.2,4,83
3250,1,201,18,56,6,4,8,27,27,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,75
3251,1,169,18,58,6,4,8,8,169,5,10,10,-1.278753601,-0.954242509,-0.954242509,0.05,0.1,0.1,4,88
3252,1,202,18,63,7,4,8,27,8,3,1,5,-1.50965048,-1.995635195,-1.278753601,0.03,0.01,0.05,4,99
3253,1,156,18,67,7,1,1,1,156,40,45,50,-0.176091259,-0.087150176,0,0.4,0.45,0.5,4,77
3254,1,43,18,72,8,1,1,1,43,1,1,5,-1.995635195,-1.995635195,-1.278753601,0.01,0.01,0.05,4,77
3255,1,148,18,76,8,1,1,1,148,5,5,20,-1.278753601,-1.278753601,-0.602059991,0.05,0.05,0.2,4,77
3256,1,24,18,79,8,2,1,1,24,10,10,20,-0.954242509,-0.954242509,-0.602059991,0.1,0.1,0.2,4,78
3257,1,4,18,82,9,2,1,1,4,10,25,20,-0.954242509,-0.477121255,-0.602059991,0.1,0.25,0.2,4,80
3258,1,105,18,92,10,3,1,1,105,20,25,45,-0.602059991,-0.477121255,-0.087150176,0.2,0.25,0.45,4,80
3259,1,138,18,93,10,3,1,1,138,15,20,30,-0.753327667,-0.602059991,-0.367976785,0.15,0.2,0.3,4,77
3260,1,133,18,96,10,3,1,1,133,5,20,35,-1.278753601,-0.602059991,-0.268845312,0.05,0.2,0.35,4,79
3261,1,110,19,1,1,6,13,13,110,1,10,15,-1.995635195,-0.954242509,-0.753327667,0.01,0.1,0.15,4,79
3262,1,55,19,9,1,6,13,13,55,10,10,15,-0.954242509,-0.954242509,-0.753327667,0.1,0.1,0.15,4,81
3263,1,92,19,11,2,6,13,13,92,0,5,5,-2.298853076,-1.278753601,-1.278753601,0.005,0.05,0.05,4,76
3264,1,116,19,12,2,5,13,13,116,15,15,25,-0.753327667,-0.753327667,-0.477121255,0.15,0.15,0.25,4,82
3265,1,2,19,13,2,5,13,13,2,1,1,10,-1.995635195,-1.995635195,-0.954242509,0.01,0.01,0.1,4,83
3266,1,64,19,16,2,5,13,13,64,5,15,30,-1.278753601,-0.753327667,-0.367976785,0.05,0.15,0.3,4,76
3267,1,25,19,17,2,5,13,13,25,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,82
3268,1,165,19,28,3,4,13,13,165,0,1,5,-2.298853076,-1.995635195,-1.278753601,0.005,0.01,0.05,4,84
3269,1,81,19,35,4,1,8,8,81,7,5,10,-1.123384909,-1.278753601,-0.954242509,0.07,0.05,0.1,4,84
3270,1,202,19,40,4,1,8,27,8,3,1,10,-1.50965048,-1.995635195,-0.954242509,0.03,0.01,0.1,4,99
3271,1,113,19,42,5,1,8,8,113,20,20,15,-0.602059991,-0.602059991,-0.753327667,0.2,0.2,0.15,4,80
3272,1,178,19,43,5,1,8,8,178,15,15,20,-0.753327667,-0.753327667,-0.602059991,0.15,0.15,0.2,4,83
3273,1,190,19,44,5,1,8,8,190,18,15,15,-0.658541347,-0.753327667,-0.753327667,0.18,0.15,0.15,4,81
3274,1,179,19,46,5,2,8,8,179,5,5,20,-1.278753601,-1.278753601,-0.602059991,0.05,0.05,0.2,4,84
3275,1,195,19,48,5,2,8,8,195,15,15,25,-0.753327667,-0.753327667,-0.477121255,0.15,0.15,0.25,4,85
3276,1,83,19,53,6,2,8,8,83,15,25,35,-0.753327667,-0.477121255,-0.268845312,0.15,0.25,0.35,4,82
3277,1,201,19,54,6,2,8,27,27,7,15,30,-1.123384909,-0.753327667,-0.367976785,0.07,0.15,0.3,4,76
3278,1,85,19,55,6,2,8,8,85,20,15,25,-0.602059991,-0.753327667,-0.477121255,0.2,0.15,0.25,4,85
3279,1,142,19,57,6,3,8,8,142,3,1,10,-1.50965048,-1.995635195,-0.954242509,0.03,0.01,0.1,4,85
3280,1,116,19,59,6,3,8,8,116,5,5,5,-1.278753601,-1.278753601,-1.278753601,0.05,0.05,0.05,4,82
3281,1,65,19,61,7,3,8,8,65,7,5,5,-1.123384909,-1.278753601,-1.278753601,0.07,0.05,0.05,4,85
3282,1,202,19,62,7,3,8,27,8,5,1,1,-1.278753601,-1.995635195,-1.995635195,0.05,0.01,0.01,4,99
3283,1,159,19,65,7,3,8,8,159,3,5,5,-1.50965048,-1.278753601,-1.278753601,0.03,0.05,0.05,4,83
3284,1,201,19,68,7,6,1,27,27,10,15,35,-0.954242509,-0.753327667,-0.268845312,0.1,0.15,0.35,4,77
3285,1,40,19,69,7,6,1,1,40,10,10,30,-0.954242509,-0.954242509,-0.367976785,0.1,0.1,0.3,4,77
3286,1,153,19,70,7,6,1,1,153,20,30,40,-0.602059991,-0.367976785,-0.176091259,0.2,0.3,0.4,4,77
3287,1,142,19,71,8,6,1,1,142,20,25,30,-0.602059991,-0.477121255,-0.367976785,0.2,0.25,0.3,4,NA
3288,1,145,19,72,8,6,1,1,145,20,25,35,-0.602059991,-0.477121255,-0.268845312,0.2,0.25,0.35,4,77
3289,1,68,19,73,8,6,1,1,68,25,30,35,-0.477121255,-0.367976785,-0.268845312,0.25,0.3,0.35,4,77
3290,1,108,19,74,8,6,1,1,108,15,25,45,-0.753327667,-0.477121255,-0.087150176,0.15,0.25,0.45,4,77
3291,1,189,19,78,8,5,1,1,189,10,20,40,-0.954242509,-0.602059991,-0.176091259,0.1,0.2,0.4,4,76
3292,1,82,19,80,8,5,1,1,82,5,10,30,-1.278753601,-0.954242509,-0.367976785,0.05,0.1,0.3,4,76
3293,1,149,19,84,9,5,1,1,149,20,30,45,-0.602059991,-0.367976785,-0.087150176,0.2,0.3,0.45,4,76
3294,1,131,19,85,9,5,1,1,131,5,5,30,-1.278753601,-1.278753601,-0.367976785,0.05,0.05,0.3,4,77
3295,1,202,19,88,9,5,1,27,1,10,10,30,-0.954242509,-0.954242509,-0.367976785,0.1,0.1,0.3,4,75
3296,1,167,19,90,9,4,1,1,167,5,10,30,-1.278753601,-0.954242509,-0.367976785,0.05,0.1,0.3,4,73
3297,1,198,19,93,10,4,1,1,198,20,25,35,-0.602059991,-0.477121255,-0.268845312,0.2,0.25,0.35,4,77
3298,1,201,19,94,10,4,1,27,27,15,30,40,-0.753327667,-0.367976785,-0.176091259,0.15,0.3,0.4,4,77
3299,1,95,20,3,1,6,13,13,95,5,NA,15,-1.278753601,NA,-0.753327667,0.05,NA,0.15,4,77
3300,1,201,20,8,1,6,13,27,27,10,15,35,-0.954242509,-0.753327667,-0.268845312,0.1,0.15,0.35,4,80
3301,1,80,20,9,1,6,13,13,80,1,1,1,-1.995635195,-1.995635195,-1.995635195,0.01,0.01,0.01,4,77
3302,1,79,20,12,2,5,13,13,79,1,1,5,-1.995635195,-1.995635195,-1.278753601,0.01,0.01,0.05,4,78
3303,1,16,20,23,3,4,13,13,16,10,5,10,-0.954242509,-1.278753601,-0.954242509,0.1,0.05,0.1,4,81
3304,1,75,20,24,3,4,13,13,75,5,5,10,-1.278753601,-1.278753601,-0.954242509,0.05,0.05,0.1,4,80
3305,1,134,20,35,4,1,8,8,134,7,10,15,-1.123384909,-0.954242509,-0.753327667,0.07,0.1,0.15,4,83
3306,1,196,20,38,4,1,8,8,196,10,15,20,-0.954242509,-0.753327667,-0.602059991,0.1,0.15,0.2,4,82
3307,1,186,20,39,4,1,8,8,186,3,1,5,-1.50965048,-1.995635195,-1.278753601,0.03,0.01,0.05,4,85
3308,1,199,20,40,4,1,8,8,199,1,1,10,-1.995635195,-1.995635195,-0.954242509,0.01,0.01,0.1,4,81
3309,1,133,20,41,5,1,8,8,133,1,1,10,-1.995635195,-1.995635195,-0.954242509,0.01,0.01,0.1,4,82
3310,1,49,20,47,5,2,8,8,49,20,10,25,-0.602059991,-0.954242509,-0.477121255,0.2,0.1,0.25,4,85
3311,1,9,20,52,6,2,8,8,9,25,20,20,-0.477121255,-0.602059991,-0.602059991,0.25,0.2,0.2,4,82
3312,1,185,20,54,6,2,8,8,185,30,25,30,-0.367976785,-0.477121255,-0.367976785,0.3,0.25,0.3,4,81
3313,1,181,20,57,6,3,8,8,181,1,5,10,-1.995635195,-1.278753601,-0.954242509,0.01,0.05,0.1,4,84
3314,1,47,20,58,6,3,8,8,47,5,10,NA,-1.278753601,-0.954242509,NA,0.05,0.1,NA,4,80
3315,1,8,20,63,7,3,8,8,8,5,5,5,-1.278753601,-1.278753601,-1.278753601,0.05,0.05,0.05,4,84
3316,1,20,20,69,7,6,1,1,20,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,77
3317,1,135,20,72,8,6,1,1,135,10,10,35,-0.954242509,-0.954242509,-0.268845312,0.1,0.1,0.35,4,78
3318,1,81,20,79,8,5,1,1,81,5,5,30,-1.278753601,-1.278753601,-0.367976785,0.05,0.05,0.3,4,77
3319,1,3,20,80,8,5,1,1,3,15,15,25,-0.753327667,-0.753327667,-0.477121255,0.15,0.15,0.25,4,80
3320,1,97,20,85,9,5,1,1,97,30,40,45,-0.367976785,-0.176091259,-0.087150176,0.3,0.4,0.45,4,78
3321,1,5,20,86,9,5,1,1,5,15,25,35,-0.753327667,-0.477121255,-0.268845312,0.15,0.25,0.35,4,81
3322,1,201,20,87,9,5,1,27,27,15,25,40,-0.753327667,-0.477121255,-0.176091259,0.15,0.25,0.4,4,77
3323,1,109,20,88,9,5,1,1,109,10,25,30,-0.954242509,-0.477121255,-0.367976785,0.1,0.25,0.3,4,79
3324,1,94,20,90,9,4,1,1,94,15,25,35,-0.753327667,-0.477121255,-0.268845312,0.15,0.25,0.35,4,76
3325,1,16,20,92,10,4,1,1,16,1,1,5,-1.995635195,-1.995635195,-1.278753601,0.01,0.01,0.05,4,78
3326,1,2,20,93,10,4,1,1,2,10,10,30,-0.954242509,-0.954242509,-0.367976785,0.1,0.1,0.3,4,78
3327,1,137,20,94,10,4,1,1,137,5,15,25,-1.278753601,-0.753327667,-0.477121255,0.05,0.15,0.25,4,80
3328,1,129,20,95,10,4,1,1,129,15,25,25,-0.753327667,-0.477121255,-0.477121255,0.15,0.25,0.25,4,73
3329,1,109,21,4,1,1,26,26,109,15,30,40,-0.753327667,-0.367976785,-0.176091259,0.15,0.3,0.4,4,81
3330,1,68,21,9,1,1,26,26,68,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,81
3331,1,90,21,12,2,2,26,26,90,35,35,40,-0.268845312,-0.268845312,-0.176091259,0.35,0.35,0.4,4,82
3332,1,201,21,17,2,2,26,27,27,10,15,40,-0.954242509,-0.753327667,-0.176091259,0.1,0.15,0.4,4,80
3333,1,199,21,20,2,2,26,26,199,5,15,30,-1.278753601,-0.753327667,-0.367976785,0.05,0.15,0.3,4,81
3334,1,128,21,23,3,3,26,26,128,10,10,20,-0.954242509,-0.954242509,-0.602059991,0.1,0.1,0.2,4,81
3335,1,166,21,28,3,3,26,26,166,15,20,30,-0.753327667,-0.602059991,-0.367976785,0.15,0.2,0.3,4,81
3336,1,101,21,34,4,6,21,21,101,5,5,25,-1.278753601,-1.278753601,-0.477121255,0.05,0.05,0.25,4,77
3337,1,67,21,47,5,5,21,21,67,20,30,35,-0.602059991,-0.367976785,-0.268845312,0.2,0.3,0.35,4,78
3338,1,97,21,48,5,5,21,21,97,10,20,25,-0.954242509,-0.602059991,-0.477121255,0.1,0.2,0.25,4,76
3339,1,93,21,49,5,5,21,21,93,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,77
3340,1,201,21,51,6,5,21,27,27,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,76
3341,1,35,21,52,6,5,21,21,35,5,15,25,-1.278753601,-0.753327667,-0.477121255,0.05,0.15,0.25,4,77
3342,1,91,21,55,6,5,21,21,91,10,10,25,-0.954242509,-0.954242509,-0.477121255,0.1,0.1,0.25,4,76
3343,1,125,21,57,6,4,21,21,125,15,20,25,-0.753327667,-0.602059991,-0.477121255,0.15,0.2,0.25,4,81
3344,1,38,21,58,6,4,21,21,38,5,1,1,-1.278753601,-1.995635195,-1.995635195,0.05,0.01,0.01,4,79
3345,1,16,21,62,7,4,21,21,16,1,1,15,-1.995635195,-1.995635195,-0.753327667,0.01,0.01,0.15,4,80
3346,1,201,21,68,7,1,19,27,27,10,20,35,-0.954242509,-0.602059991,-0.268845312,0.1,0.2,0.35,4,77
3347,1,196,21,71,8,1,19,19,196,20,25,35,-0.602059991,-0.477121255,-0.268845312,0.2,0.25,0.35,4,76
3348,1,44,21,72,8,1,19,19,44,10,20,35,-0.954242509,-0.602059991,-0.268845312,0.1,0.2,0.35,4,74
3349,1,33,21,75,8,1,19,19,33,1,10,35,-1.995635195,-0.954242509,-0.268845312,0.01,0.1,0.35,4,73
3350,1,118,21,77,8,1,19,19,118,10,5,25,-0.954242509,-1.278753601,-0.477121255,0.1,0.05,0.25,4,78
3351,1,81,21,81,9,2,19,19,81,5,20,30,-1.278753601,-0.602059991,-0.367976785,0.05,0.2,0.3,4,73
3352,1,6,21,83,9,2,19,19,6,10,25,35,-0.954242509,-0.477121255,-0.268845312,0.1,0.25,0.35,4,74
3353,1,50,21,85,9,2,19,19,50,25,30,40,-0.477121255,-0.367976785,-0.176091259,0.25,0.3,0.4,4,77
3354,1,202,21,86,9,2,19,27,19,10,20,35,-0.954242509,-0.602059991,-0.268845312,0.1,0.2,0.35,4,73
3355,1,191,21,94,10,3,19,19,191,15,20,30,-0.753327667,-0.602059991,-0.367976785,0.15,0.2,0.3,4,75
3356,1,197,21,99,10,3,19,19,197,15,20,30,-0.753327667,-0.602059991,-0.367976785,0.15,0.2,0.3,4,72
3357,1,62,22,2,1,1,26,26,62,5,20,30,-1.278753601,-0.602059991,-0.367976785,0.05,0.2,0.3,4,78
3358,1,201,22,3,1,1,26,27,27,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,77
3359,1,42,22,7,1,1,26,26,42,10,25,15,-0.954242509,-0.477121255,-0.753327667,0.1,0.25,0.15,4,81
3360,1,195,22,9,1,1,26,26,195,10,20,35,-0.954242509,-0.602059991,-0.268845312,0.1,0.2,0.35,4,74
3361,1,14,22,11,2,1,26,26,14,10,25,40,-0.954242509,-0.477121255,-0.176091259,0.1,0.25,0.4,4,74
3362,1,58,22,17,2,2,26,26,58,5,10,15,-1.278753601,-0.954242509,-0.753327667,0.05,0.1,0.15,4,76
3363,1,103,22,18,2,2,26,26,103,10,15,25,-0.954242509,-0.753327667,-0.477121255,0.1,0.15,0.25,4,81
3364,1,99,22,19,2,2,26,26,99,5,5,25,-1.278753601,-1.278753601,-0.477121255,0.05,0.05,0.25,4,82
3365,1,110,22,23,3,3,26,26,110,10,20,30,-0.954242509,-0.602059991,-0.367976785,0.1,0.2,0.3,4,81
3366,1,201,22,26,3,3,26,27,27,10,20,40,-0.954242509,-0.602059991,-0.176091259,0.1,0.2,0.4,4,77
3367,1,201,22,34,4,6,21,27,27,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,77
3368,1,46,22,36,4,6,21,21,46,5,5,20,-1.278753601,-1.278753601,-0.602059991,0.05,0.05,0.2,4,83
3369,1,44,22,44,5,6,21,21,44,5,10,10,-1.278753601,-0.954242509,-0.954242509,0.05,0.1,0.1,4,76
3370,1,79,22,52,6,5,21,21,79,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,76
3371,1,170,22,61,7,4,21,21,170,10,25,30,-0.954242509,-0.477121255,-0.367976785,0.1,0.25,0.3,4,77
3372,1,39,22,64,7,4,21,21,39,1,1,10,-1.995635195,-1.995635195,-0.954242509,0.01,0.01,0.1,4,81
3373,1,178,22,65,7,4,21,21,178,5,15,15,-1.278753601,-0.753327667,-0.753327667,0.05,0.15,0.15,4,82
3374,1,182,22,69,7,1,19,19,182,25,25,40,-0.477121255,-0.477121255,-0.176091259,0.25,0.25,0.4,4,79
3375,1,38,22,72,8,1,19,19,38,15,20,35,-0.753327667,-0.602059991,-0.268845312,0.15,0.2,0.35,4,77
3376,1,101,22,74,8,1,19,19,101,15,20,30,-0.753327667,-0.602059991,-0.367976785,0.15,0.2,0.3,4,76
3377,1,125,22,75,8,1,19,19,125,5,10,30,-1.278753601,-0.954242509,-0.367976785,0.05,0.1,0.3,4,74
3378,1,158,22,76,8,1,19,19,158,10,10,30,-0.954242509,-0.954242509,-0.367976785,0.1,0.1,0.3,4,76
3379,1,133,22,78,8,2,19,19,133,15,15,30,-0.753327667,-0.753327667,-0.367976785,0.15,0.15,0.3,4,76
3380,1,76,22,81,9,2,19,19,76,20,30,40,-0.602059991,-0.367976785,-0.176091259,0.2,0.3,0.4,4,71
3381,1,201,22,82,9,2,19,27,27,20,25,40,-0.602059991,-0.477121255,-0.176091259,0.2,0.25,0.4,4,77
3382,1,14,22,83,9,2,19,19,14,15,25,40,-0.753327667,-0.477121255,-0.176091259,0.15,0.25,0.4,4,71
3383,1,90,22,84,9,2,19,19,90,15,20,35,-0.753327667,-0.602059991,-0.268845312,0.15,0.2,0.35,4,78
3384,1,172,22,85,9,2,19,19,172,10,20,30,-0.954242509,-0.602059991,-0.367976785,0.1,0.2,0.3,4,71
3385,1,162,22,91,10,3,19,19,162,15,20,35,-0.753327667,-0.602059991,-0.268845312,0.15,0.2,0.35,4,77
3386,1,18,22,95,10,3,19,19,18,NA,25,25,NA,-0.477121255,-0.477121255,NA,0.25,0.25,4,77
3387,1,89,22,96,10,3,19,19,89,5,15,35,-1.278753601,-0.753327667,-0.268845312,0.05,0.15,0.35,4,75
3388,1,98,22,97,10,3,19,19,98,30,35,50,-0.367976785,-0.268845312,0,0.3,0.35,0.5,4,76
3389,1,84,22,98,10,3,19,19,84,25,35,40,-0.477121255,-0.268845312,-0.176091259,0.25,0.35,0.4,4,78
3390,1,174,23,7,1,6,26,26,174,10,15,35,-0.954242509,-0.753327667,-0.268845312,0.1,0.15,0.35,4,81
3391,1,176,23,9,1,6,26,26,176,1,1,10,-1.995635195,-1.995635195,-0.954242509,0.01,0.01,0.1,4,80
3392,1,116,23,10,1,6,26,26,116,10,5,15,-0.954242509,-1.278753601,-0.753327667,0.1,0.05,0.15,4,82
3393,1,160,23,14,2,5,26,26,160,10,15,35,-0.954242509,-0.753327667,-0.268845312,0.1,0.15,0.35,4,80
3394,1,156,23,18,2,5,26,26,156,10,10,15,-0.954242509,-0.954242509,-0.753327667,0.1,0.1,0.15,4,79
3395,1,96,23,19,2,5,26,26,96,15,25,40,-0.753327667,-0.477121255,-0.176091259,0.15,0.25,0.4,4,82
3396,1,77,23,22,3,5,26,26,77,5,5,20,-1.278753601,-1.278753601,-0.602059991,0.05,0.05,0.2,4,81
3397,1,83,23,30,3,4,26,26,83,25,25,35,-0.477121255,-0.477121255,-0.268845312,0.25,0.25,0.35,4,80
3398,1,42,23,43,5,1,21,21,42,10,5,20,-0.954242509,-1.278753601,-0.602059991,0.1,0.05,0.2,4,78
3399,1,201,23,47,5,2,21,27,27,15,20,35,-0.753327667,-0.602059991,-0.268845312,0.15,0.2,0.35,4,76
3400,1,190,23,48,5,2,21,21,190,15,25,40,-0.753327667,-0.477121255,-0.176091259,0.15,0.25,0.4,4,77
3401,1,202,23,49,5,2,21,27,21,1,1,10,-1.995635195,-1.995635195,-0.954242509,0.01,0.01,0.1,4,81
3402,1,60,23,52,6,2,21,21,60,10,15,25,-0.954242509,-0.753327667,-0.477121255,0.1,0.15,0.25,4,79
3403,1,84,23,57,6,3,21,21,84,10,10,20,-0.954242509,-0.954242509,-0.602059991,0.1,0.1,0.2,4,79
3404,1,23,23,58,6,3,21,21,23,10,10,15,-0.954242509,-0.954242509,-0.753327667,0.1,0.1,0.15,4,81
3405,1,85,23,60,6,3,21,21,85,10,20,20,-0.954242509,-0.602059991,-0.602059991,0.1,0.2,0.2,4,76
3406,1,115,23,63,7,3,21,21,115,15,25,30,-0.753327667,-0.477121255,-0.367976785,0.15,0.25,0.3,4,78
3407,1,201,23,64,7,3,21,27,27,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,77
3408,1,162,23,65,7,3,21,21,162,20,20,35,-0.602059991,-0.602059991,-0.268845312,0.2,0.2,0.35,4,83
3409,1,163,23,68,7,6,19,19,163,5,5,15,-1.278753601,-1.278753601,-0.753327667,0.05,0.05,0.15,4,80
3410,1,46,23,70,7,6,19,19,46,20,20,30,-0.602059991,-0.602059991,-0.367976785,0.2,0.2,0.3,4,77
3411,1,11,23,76,8,6,19,19,11,20,25,40,-0.602059991,-0.477121255,-0.176091259,0.2,0.25,0.4,4,73
3412,1,154,23,77,8,6,19,19,154,20,25,40,-0.602059991,-0.477121255,-0.176091259,0.2,0.25,0.4,4,76
3413,1,102,23,78,8,5,19,19,102,10,15,25,-0.954242509,-0.753327667,-0.477121255,0.1,0.15,0.25,4,74
3414,1,123,23,79,8,5,19,19,123,15,20,30,-0.753327667,-0.602059991,-0.367976785,0.15,0.2,0.3,4,75
3415,1,93,23,81,9,5,19,19,93,NA,20,30,NA,-0.602059991,-0.367976785,NA,0.2,0.3,4,76
3416,1,138,23,82,9,5,19,19,138,15,20,30,-0.753327667,-0.602059991,-0.367976785,0.15,0.2,0.3,4,67
3417,1,111,23,83,9,5,19,19,111,5,10,30,-1.278753601,-0.954242509,-0.367976785,0.05,0.1,0.3,4,73
3418,1,112,23,88,9,5,19,19,112,NA,25,25,NA,-0.477121255,-0.477121255,NA,0.25,0.25,4,78
3419,1,55,23,89,9,4,19,19,55,25,30,40,-0.477121255,-0.367976785,-0.176091259,0.25,0.3,0.4,4,74
3420,1,149,23,93,10,4,19,19,149,15,20,35,-0.753327667,-0.602059991,-0.268845312,0.15,0.2,0.35,4,78
3421,1,94,23,94,10,4,19,19,94,0,20,25,-2.298853076,-0.602059991,-0.477121255,0.005,0.2,0.25,4,77
3422,1,65,23,95,10,4,19,19,65,20,30,45,-0.602059991,-0.367976785,-0.087150176,0.2,0.3,0.45,4,74
3423,1,130,23,96,10,4,19,19,130,20,30,40,-0.602059991,-0.367976785,-0.176091259,0.2,0.3,0.4,4,68
3424,1,132,23,98,10,4,19,19,132,NA,25,35,NA,-0.477121255,-0.268845312,NA,0.25,0.35,4,77
3425,1,55,24,3,1,6,26,26,55,10,10,25,-0.954242509,-0.954242509,-0.477121255,0.1,0.1,0.25,4,83
3426,1,76,24,4,1,6,26,26,76,15,15,30,-0.753327667,-0.753327667,-0.367976785,0.15,0.15,0.3,4,80
3427,1,167,24,9,1,6,26,26,167,15,15,20,-0.753327667,-0.753327667,-0.602059991,0.15,0.15,0.2,4,77
3428,1,201,24,23,3,4,26,27,27,10,25,40,-0.954242509,-0.477121255,-0.176091259,0.1,0.25,0.4,4,75
3429,1,78,24,24,3,4,26,26,78,20,25,35,-0.602059991,-0.477121255,-0.268845312,0.2,0.25,0.35,4,82
3430,1,145,24,26,3,4,26,26,145,10,15,35,-0.954242509,-0.753327667,-0.268845312,0.1,0.15,0.35,4,81
3431,1,138,24,28,3,4,26,26,138,10,15,25,-0.954242509,-0.753327667,-0.477121255,0.1,0.15,0.25,4,81
3432,1,127,24,29,3,4,26,26,127,10,15,25,-0.954242509,-0.753327667,-0.477121255,0.1,0.15,0.25,4,82
3433,1,144,24,33,4,4,26,26,144,30,35,45,-0.367976785,-0.268845312,-0.087150176,0.3,0.35,0.45,4,80
3434,1,24,24,34,4,1,21,21,24,15,20,30,-0.753327667,-0.602059991,-0.367976785,0.15,0.2,0.3,4,78
3435,1,180,24,51,6,2,21,21,180,5,10,30,-1.278753601,-0.954242509,-0.367976785,0.05,0.1,0.3,4,78
3436,1,200,24,52,6,2,21,21,200,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,77
3437,1,100,24,54,6,2,21,21,100,5,10,20,-1.278753601,-0.954242509,-0.602059991,0.05,0.1,0.2,4,77
3438,1,90,24,55,6,2,21,21,90,10,15,30,-0.954242509,-0.753327667,-0.367976785,0.1,0.15,0.3,4,79
3439,1,26,24,65,7,3,21,21,26,1,1,1,-1.995635195,-1.995635195,-1.995635195,0.01,0.01,0.01,4,81
3440,1,202,24,68,7,6,19,27,19,20,20,30,-0.602059991,-0.602059991,-0.367976785,0.2,0.2,0.3,4,73
